method,p,n,ratio,trial,std,lower,upper,width,width_max,width_min,coverage,theta,error,error_max,error_min
PPI,100,500,5.0,8,1.0,-0.08834437363117816,0.095828704139201,0.1841730777703792,0.2123030161282057,0.1621947774487152,0.94,0.0010935800181934047,0.0021943402721946404,0.013919733146724308,7.016850213229954e-07
Classical,100,500,5.0,8,1.0,-0.08442283993349234,0.09190717044151517,0.17633001037500748,0.20301353954184048,0.15801874092792206,0.93,,0.0021943402721946383,0.013919733146724301,7.016850213223444e-07
PPI,100,500,5.0,9,1.0,-0.08016227467072437,0.1080158004137153,0.1881780750844397,0.21279669938363888,0.1616236998997917,0.91,0.0010935800181934047,0.002628843772112427,0.013746275602366015,8.168829018769287e-08
Classical,100,500,5.0,9,1.0,-0.0736682999683937,0.10152182571138475,0.17519012567977846,0.19896249642366473,0.1524198607028231,0.87,,0.0026288437721124274,0.013746275602366067,8.168829018758182e-08
Imputation,100,500,5.0,0,1.0,0.00205873275036019,0.0020587327503603053,1.1572448728458527e-16,,,0.0,,0.0005648280131373681,,
PPI,200,20,0.1,0,1.0,-0.3550967160356454,0.3431289499108216,0.6982256659464672,1.1113289683073817,0.41879304921972094,1.0,-0.0011737940930940881,0.0007952455120391178,0.005628350812338711,2.193655669803472e-09
Classical,200,20,0.1,0,1.0,-0.004190622667886478,-0.00419062266788635,1.2783123084364468e-16,2.914335439641036e-16,6.266688556966216e-17,0.0,,0.004752875770816552,0.032260543578784016,1.1826513921666254e-08
PPI,200,20,0.1,1,1.0,-0.5611698975852928,0.557934453350089,1.1191043509353817,1.9861965489162738,0.5945543732100161,1.0,-0.0011737940930940881,0.0014226506542533695,0.010747232951030495,1.1715004895222495e-08
Classical,200,20,0.1,1,1.0,0.0024195255294696206,0.0024195255294698287,2.076653736124423e-16,4.163336342344337e-16,8.326672684688674e-17,0.0,,0.00547498248801094,0.034398148800457766,7.546547701578605e-08
PPI,200,20,0.1,2,1.0,-0.3919025992150834,0.38899270634734395,0.7808953055624273,1.6050316082518896,0.34068034923890195,1.0,-0.0011737940930940881,0.0010641395064095005,0.006773480715363917,2.514342006614905e-09
Classical,200,20,0.1,2,1.0,0.003071531340797416,0.0030715313407975744,1.5850927341520826e-16,3.3306690738754696e-16,6.938893903907228e-17,0.0,,0.005087159572172888,0.02693472159355841,7.317849549758048e-07
PPI,200,20,0.1,3,1.0,-0.33097620875277256,0.32730433567515715,0.6582805444279299,1.4498541009752748,0.24914951978919897,1.0,-0.0011737940930940881,0.0008574682755333781,0.007093577766906817,1.324058744027862e-10
Classical,200,20,0.1,3,1.0,0.0031718352795508265,0.003171835279550974,1.4710129815631578e-16,2.636779683484747e-16,8.586881206085195e-17,0.0,,0.004770810061276282,0.0222663331040078,1.414246804443859e-07
PPI,200,20,0.1,4,1.0,-0.3705935944567683,0.36157636544415456,0.7321699599009228,1.5389714807032129,0.3022321952151486,1.0,-0.0011737940930940881,0.0010025361052930794,0.009601117544120163,2.9505733275253714e-12
Classical,200,20,0.1,4,1.0,-0.0008299677198584882,-0.0008299677198583644,1.2266609169392373e-16,2.220446049250313e-16,5.551115123125783e-17,0.0,,0.00484820601284818,0.028510359524154868,1.7214209400220253e-07
PPI,200,20,0.1,5,1.0,-0.43539031652116494,0.4331264868201296,0.8685168033412946,1.8351402924836808,0.4560021592433932,1.0,-0.0011737940930940881,0.0011563275106513098,0.006892274612792182,4.8480625587904234e-09
Classical,200,20,0.1,5,1.0,0.00446260940082163,0.004462609400821798,1.6747670958383587e-16,3.191891195797325e-16,8.326672684688674e-17,0.0,,0.005053742885234086,0.02833566457621758,2.883322100758981e-06
PPI,200,20,0.1,6,1.0,-0.5116536033622345,0.5092843200717437,1.0209379234339784,1.5636314197671892,0.5670518906337858,1.0,-0.0011737940930940881,0.0013405927784214042,0.007506306679565504,3.5881867006955144e-07
Classical,200,20,0.1,6,1.0,0.0010247252911559793,0.001024725291156073,9.416302644300184e-17,1.8735013540549517e-16,4.163336342344337e-17,0.0,,0.0052506694192169245,0.03579144967954384,6.532774076341074e-08
PPI,200,20,0.1,7,1.0,-0.5168569085315085,0.5133628524929746,1.030219761024483,1.7568312682660863,0.47407630096316233,1.0,-0.0011737940930940881,0.0013580081781481678,0.009924884098423759,1.9684766034165516e-09
Classical,200,20,0.1,7,1.0,0.0025269694192013815,0.0025269694192015866,2.0613637749869463e-16,4.0245584642661925e-16,9.020562075079397e-17,0.0,,0.004929017546631775,0.04149844266984795,1.1921948471641689e-08
PPI,200,20,0.1,8,1.0,-0.49136129092531516,0.4845579803785148,0.9759192713038299,2.3273733782434123,0.40286034510379576,1.0,-0.0011737940930940881,0.001312161834518859,0.009479079052430468,1.851248379626109e-08
Classical,200,20,0.1,8,1.0,-0.0023540923678448816,-0.0023540923678446925,1.9017475311536303e-16,3.2612801348363973e-16,8.326672684688674e-17,0.0,,0.0053931046005980645,0.026387515309808613,4.956455632053638e-07
PPI,200,20,0.1,9,1.0,-0.40561455132529056,0.39784353341718753,0.8034580847424784,1.7996723938481796,0.3339114156269858,1.0,-0.0011737940930940881,0.0010925518873421034,0.011013986437941662,2.4867341974891596e-07
Classical,200,20,0.1,9,1.0,0.0008498716045012371,0.000849871604501376,1.3918785896527459e-16,2.198762005800603e-16,6.071532165918825e-17,0.0,,0.005194419681757222,0.03127137285818161,3.286369427545872e-08
Imputation,200,20,0.1,0,1.0,-0.0032845350389771955,-0.003284535038977031,1.6450924823774304e-16,,,0.0,,0.0006073365629293815,,
PPI,200,40,0.2,0,1.0,-0.3596840466287948,0.353654758773856,0.7133388054026507,1.0461319169902557,0.43000343641246275,1.0,-0.0011737940930940881,0.001978093132488089,0.01623633248855271,2.0295582241758428e-09
Classical,200,40,0.2,0,1.0,-0.0015494517011966347,-0.001549451701196408,2.2719212578944936e-16,3.191891195797325e-16,1.3877787807814457e-16,0.0,,0.0057493260898570575,0.043343134712713935,1.2446658496382749e-07
PPI,200,40,0.2,1,1.0,-0.38747242075982125,0.37930300189575483,0.7667754226555761,1.168232772951562,0.43114696105510075,1.0,-0.0011737940930940881,0.0020941290676967468,0.018313892423022827,3.297618931777934e-08
Classical,200,40,0.2,1,1.0,-0.0034793871672214394,-0.003479387167221098,3.398263658319078e-16,5.273559366969494e-16,2.220446049250313e-16,0.0,,0.005539847674133177,0.04812634770309777,5.328703334870127e-07
PPI,200,40,0.2,2,1.0,-0.379437003332627,0.38310305595907534,0.7625400592917023,1.1526496123689358,0.5023132638870501,1.0,-0.0011737940930940881,0.0018509780374621526,0.014372846854508858,2.43715577744102e-09
Classical,200,40,0.2,2,1.0,0.00527725337641105,0.005277253376411507,4.576648779462504e-16,7.91033905045424e-16,2.7755575615628914e-16,0.0,,0.0049585666255582105,0.04072212846588214,1.7062147554658877e-08
PPI,200,40,0.2,3,1.0,-0.3597752191313809,0.3565501046899317,0.7163253238213124,1.1092435401308904,0.3574139539889085,1.0,-0.0011737940930940881,0.0020449990332624523,0.013225868350973582,2.601900605203027e-08
Classical,200,40,0.2,3,1.0,0.0007196489949636153,0.0007196489949639148,3.0003180929299987e-16,4.440892098500626e-16,1.734723475976807e-16,0.0,,0.005748362863415848,0.035789629492371994,1.8491522262785323e-10
PPI,200,40,0.2,4,1.0,-0.29022919575021416,0.27713498175865575,0.5673641775088699,0.9662634923060159,0.38336943618870867,1.0,-0.0011737940930940881,0.001234538875280396,0.010126014113561095,2.41658857201981e-10
Classical,200,40,0.2,4,1.0,-0.0028843596614227026,-0.0028843596614225044,1.988913320063318e-16,3.3480163086352377e-16,1.1102230246251565e-16,0.0,,0.004800721463170485,0.026296646842522864,1.760429543586586e-09
PPI,200,40,0.2,5,1.0,-0.40517777057178256,0.40000993018259734,0.80518770075438,1.554918844780703,0.4888648599258497,1.0,-0.0011737940930940881,0.0028537167502229043,0.019928900604061973,1.4864195520680666e-06
Classical,200,40,0.2,5,1.0,-0.0011946963928967957,-0.0011946963928965019,2.9390552491737056e-16,4.718447854656915e-16,1.7694179454963432e-16,0.0,,0.0063458724078011616,0.048992929340275104,5.166240775734568e-09
PPI,200,40,0.2,6,1.0,-0.34886379430976716,0.33826913792934354,0.6871329322391108,1.0363071655430716,0.4081625084804528,1.0,-0.0011737940930940881,0.0016461958940407857,0.011982658206664608,9.458471464283139e-08
Classical,200,40,0.2,6,1.0,-0.0008980081643084977,-0.0008980081643080287,4.706424052564051e-16,9.020562075079397e-16,2.706168622523819e-16,0.0,,0.005009541633845676,0.047053799941443014,3.625898086626552e-08
PPI,200,40,0.2,7,1.0,-0.3663670901622145,0.3473466005018973,0.7137136906641117,1.3957743251242556,0.4022271667919652,1.0,-0.0011737940930940881,0.0019322473262785994,0.020394325884056166,2.2000540583100981e-07
Classical,200,40,0.2,7,1.0,-0.004693826091286636,-0.0046938260912863985,2.3875324460520543e-16,4.0245584642661925e-16,1.3877787807814457e-16,0.0,,0.005399819961619057,0.03814385508210121,1.4878568822023226e-06
PPI,200,40,0.2,8,1.0,-0.30281982417572656,0.30334090737400127,0.6061607315497278,0.9407021606369911,0.3497199930505479,1.0,-0.0011737940930940881,0.0016713460763708365,0.012464491381371448,6.3693573237208926e-09
Classical,200,40,0.2,8,1.0,0.0031262145156874446,0.0031262145156879125,4.674873769344723e-16,7.91033905045424e-16,2.706168622523819e-16,0.0,,0.004716351209492739,0.02980956829764686,2.7466702332310723e-08
PPI,200,40,0.2,9,1.0,-0.33219784482589126,0.32001261027346084,0.652210455099352,1.1105051093865705,0.24567235442074842,1.0,-0.0011737940930940881,0.0019936160356109085,0.01650630091691367,2.688775814535872e-07
Classical,200,40,0.2,9,1.0,-0.004678421966773575,-0.004678421966773291,2.8352645752016683e-16,4.718447854656915e-16,1.7867651802561113e-16,0.0,,0.005522025161821918,0.06725772162990279,4.307194605026022e-06
Imputation,200,40,0.2,0,1.0,-0.0032845350389771955,-0.003284535038977031,1.6450924823774304e-16,,,0.0,,0.0006073365629293815,,
PPI,200,100,0.5,0,1.0,-0.20731569829644259,0.18176216862492123,0.3890778669213638,0.5867125446806255,0.29080425211017225,1.0,-0.0011737940930940881,0.004378602662012938,0.02878902884810032,1.987906706502432e-06
Classical,200,100,0.5,0,1.0,-0.01177896156285057,-0.01177896156284981,7.571019007036884e-16,1.0408340855860843e-15,4.870236158804886e-16,0.0,,0.006172422181137599,0.034529369915167515,4.976514512771643e-07
PPI,200,100,0.5,1,1.0,-0.19565517572844945,0.18158521054920598,0.3772403862776554,0.5060217412864438,0.2689039839504893,0.995,-0.0011737940930940881,0.004320605878693788,0.055049061014111396,8.003568457691e-08
Classical,200,100,0.5,1,1.0,-0.008385913435683281,-0.008385913435682483,7.992917308921599e-16,1.0824674490095276e-15,5.412337245047638e-16,0.0,,0.0065052390597323696,0.041769154068882916,6.067605959215811e-06
PPI,200,100,0.5,2,1.0,-0.23552000085347952,0.22422622358796565,0.45974622444144514,0.7261083914603184,0.3524878104322294,0.995,-0.0011737940930940881,0.00672934127244335,0.05679979596697057,1.2138282171238766e-08
Classical,200,100,0.5,2,1.0,-0.006499423219295756,-0.0064994232192949,8.565934420112775e-16,1.1934897514720433e-15,5.724587470723463e-16,0.0,,0.008523984867238965,0.04525951930688929,4.053707668769164e-08
PPI,200,100,0.5,3,1.0,-0.18750026871404937,0.1762768610716517,0.36377712978570115,0.47312507839768414,0.23610875996298303,0.98,-0.0011737940930940881,0.005002009475284273,0.03727686254827601,2.9008553563881126e-07
Classical,200,100,0.5,3,1.0,-0.006172757808943249,-0.006172757808942607,6.410868472368769e-16,9.992007221626409e-16,4.510281037539698e-16,0.0,,0.007121105909882519,0.07097576154073132,2.0130052530601494e-06
PPI,200,100,0.5,4,1.0,-0.20021555166354882,0.19343100873718183,0.39364656040073065,0.5103643806786905,0.3058437593479343,0.995,-0.0011737940930940881,0.005982278994921163,0.06118610956422658,5.47468487845109e-07
Classical,200,100,0.5,4,1.0,-0.0017686818425365653,-0.0017686818425356543,9.106604359487847e-16,1.3322676295501878e-15,6.661338147750939e-16,0.0,,0.008032203113513173,0.06587147753945755,9.684670721601573e-07
PPI,200,100,0.5,5,1.0,-0.2004796576653656,0.20286633708859256,0.4033459947539581,0.5045748782871101,0.2783086713817974,1.0,-0.0011737940930940881,0.004838825576753889,0.04409832576867022,3.6246975565437303e-07
Classical,200,100,0.5,5,1.0,0.001920325552534836,0.0019203255525356167,7.816170670763012e-16,1.1657341758564144e-15,5.655198531684391e-16,0.0,,0.007095050345045987,0.08379868696516189,5.50480475957317e-08
PPI,200,100,0.5,6,1.0,-0.2125681830749176,0.19480567969309712,0.40737386276801474,0.5823062222256675,0.28698475590560363,0.995,-0.0011737940930940881,0.005400721295927362,0.04636312874726739,3.960978720508275e-08
Classical,200,100,0.5,6,1.0,-0.012804647548654317,-0.01280464754865348,8.405521287682683e-16,1.186550857568136e-15,6.38378239159465e-16,0.0,,0.007648616920438023,0.07714906437577608,2.184673001347657e-07
PPI,200,100,0.5,7,1.0,-0.21692943263029185,0.23862392243999633,0.45555335507028816,0.6511637184930346,0.30499909455475305,0.97,-0.0011737940930940881,0.006718042995058124,0.05914154598828613,2.7949245556654824e-07
Classical,200,100,0.5,7,1.0,0.01172385796221832,0.011723857962219104,7.83671088092075e-16,1.0824674490095276e-15,5.412337245047638e-16,0.0,,0.008633610150482173,0.06218380035910936,1.4015933467961878e-09
PPI,200,100,0.5,8,1.0,-0.2224897143090697,0.2197798178428099,0.44226953215187964,0.6274089388602061,0.31823572112630727,0.985,-0.0011737940930940881,0.006819765629134089,0.07163232804040932,1.3699783728131367e-06
Classical,200,100,0.5,8,1.0,0.0032220545922413656,0.0032220545922421384,7.717547744802173e-16,1.0408340855860843e-15,5.30825383648903e-16,0.0,,0.009058381917694975,0.07985493714115395,9.685389567252707e-07
PPI,200,100,0.5,9,1.0,-0.21316486303802976,0.21244740529987777,0.42561226833790755,0.6109382388184554,0.3003095345153471,1.0,-0.0011737940930940881,0.004918983979267964,0.03939521016915756,2.843928659446669e-08
Classical,200,100,0.5,9,1.0,0.003246644597683188,0.0032466445976839244,7.36210137991522e-16,1.0547118733938987e-15,4.996003610813204e-16,0.0,,0.006881209797666737,0.06690828024305612,3.295802412066207e-07
Imputation,200,100,0.5,0,1.0,-0.0032845350389771955,-0.003284535038977031,1.6450924823774304e-16,,,0.0,,0.0006073365629293815,,
PPI,200,160,0.8,0,1.0,-0.16275548327064734,0.16921655767397956,0.33197204094462684,0.4137514893553856,0.26352545663030247,0.775,-0.0011737940930940881,0.01701147837546979,0.16523851704601852,1.4578841019639466e-07
Classical,200,160,0.8,0,1.0,0.007719204286566493,0.007719204286568562,2.068857780403166e-15,3.3306690738754696e-15,1.3877787807814457e-15,0.0,,0.017758895266123075,0.16109492703197478,1.0263989295403715e-06
PPI,200,160,0.8,1,1.0,-0.17094439190771613,0.21443515565352947,0.38537954756124565,0.49162197501545507,0.3113170025828671,0.76,-0.0011737940930940881,0.027047060090271104,0.18829716393154064,3.7998787124864736e-06
Classical,200,160,0.8,1,1.0,0.022835913907243325,0.022835913907245767,2.4339108202833805e-15,3.552713678800501e-15,1.7208456881689926e-15,0.0,,0.027952127632767346,0.18602840459373707,1.8765962261505656e-09
PPI,200,160,0.8,2,1.0,-0.16181571599246047,0.1632936838593163,0.3251093998517768,0.42419670874371596,0.26829788783395897,0.8,-0.0011737940930940881,0.01808925910925943,0.19642035603653765,2.4839761958334546e-06
Classical,200,160,0.8,2,1.0,0.004320906510856275,0.004320906510858953,2.6780346603499925e-15,4.08006961549745e-15,1.9845236565174673e-15,0.0,,0.019250846222231263,0.22939218267416073,4.497523808679143e-08
PPI,200,160,0.8,3,1.0,-0.1661829524008167,0.1845034964007272,0.3506864488015439,0.44234962492336916,0.28052167971739134,0.87,-0.0011737940930940881,0.013485026234701882,0.15094316945399897,8.369242198127824e-09
Classical,200,160,0.8,3,1.0,0.008791642693042612,0.008791642693044681,2.068601366589373e-15,2.7200464103316335e-15,1.4849232954361469e-15,0.0,,0.01414032089061059,0.15501277082762654,8.678294964888091e-08
PPI,200,160,0.8,4,1.0,-0.20163540500028745,0.17617766640698684,0.3778130714072743,0.472351572100312,0.30004742683283525,0.765,-0.0011737940930940881,0.024022796519871513,0.2669553641655827,7.944728814312248e-08
Classical,200,160,0.8,4,1.0,-0.008319892809428527,-0.008319892809426249,2.278250288076378e-15,3.3306690738754696e-15,1.609823385706477e-15,0.0,,0.0254046657195584,0.20628189206188172,7.231489071714005e-07
PPI,200,160,0.8,5,1.0,-0.173953892192781,0.16259182591215446,0.33654571810493544,0.4404625201293526,0.2654901656451291,0.78,-0.0011737940930940881,0.017889331937875244,0.14204990878382928,1.5548406759659667e-08
Classical,200,160,0.8,5,1.0,-0.004303905334342475,-0.0043039053343404575,2.016803607798878e-15,2.9976021664879227e-15,1.4432899320127035e-15,0.0,,0.01909908820434255,0.1820371954415846,3.961942621021002e-08
PPI,200,160,0.8,6,1.0,-0.1643472775309215,0.18595670994036057,0.35030398747128205,0.4377774968378089,0.27844743091644414,0.78,-0.0011737940930940881,0.019921171155664427,0.17530643576006913,2.8649518135365197e-06
Classical,200,160,0.8,6,1.0,0.009968434361209035,0.0099684343612113,2.2666785982894398e-15,3.3861802251067274e-15,1.5543122344752192e-15,0.0,,0.020610759855802546,0.1708171628025317,3.0432619134049825e-06
PPI,200,160,0.8,7,1.0,-0.178285809690497,0.17839346976612164,0.3566792794566186,0.44874519586874173,0.2812084792449662,0.81,-0.0011737940930940881,0.01776361437511932,0.1686984913416794,6.691730184992017e-07
Classical,200,160,0.8,7,1.0,0.002462363444423234,0.0024623634444256065,2.369706807083677e-15,3.941291737419306e-15,1.5543122344752192e-15,0.0,,0.01855316864353432,0.17954234479743617,9.929239106056275e-08
PPI,200,160,0.8,8,1.0,-0.1793669192793882,0.17435969157542813,0.3537266108548164,0.4595839300640771,0.28697827207854326,0.85,-0.0011737940930940881,0.015361803195918502,0.1295779692247467,2.142123418378234e-08
Classical,200,160,0.8,8,1.0,-0.0024337530925506966,-0.002433753092548835,1.861621750851028e-15,3.0322966360074588e-15,1.2212453270876722e-15,0.0,,0.016361980827669063,0.10522063793688523,1.1144702457562683e-06
PPI,200,160,0.8,9,1.0,-0.17625191309893873,0.13911810365104588,0.3153700167499846,0.3934389987024093,0.25555658178943885,0.79,-0.0011737940930940881,0.013899225076588157,0.11332367640990001,2.921496339280076e-07
Classical,200,160,0.8,9,1.0,-0.01635820207372458,-0.01635820207372265,1.9334943260167216e-15,2.831068712794149e-15,1.3877787807814457e-15,0.0,,0.014563962032617072,0.1062033276696044,1.1439045986642843e-07
Imputation,200,160,0.8,0,1.0,-0.0032845350389771955,-0.003284535038977031,1.6450924823774304e-16,,,0.0,,0.0006073365629293815,,
PPI,200,200,1.0,0,1.0,-6.709625692909389,4.963891325232578,11.673517018141968,12.23460933392846,11.117163382953862,0.28,-0.0011737940930940881,206.68684491921263,1510.3826141823872,0.002934013471086709
Classical,200,200,1.0,0,1.0,-0.8728671838407205,-0.8728671838360893,4.631082323180991e-12,1.425348727934761e-11,4.733990977001667e-13,0.0,,206.68684491921232,1510.3826141823854,0.0029340134710867842
PPI,200,200,1.0,1,1.0,-0.9558836243729489,0.688571500393266,1.644455124766215,1.7270963726663253,1.5638575715924723,0.325,-0.0011737940930940881,3.847396204436956,40.14153172892121,2.510869405983478e-05
Classical,200,200,1.0,1,1.0,-0.13365606198997962,-0.13365606198970298,2.7663278135206527e-13,9.894307595459395e-13,7.072120666862247e-14,0.0,,3.8473962044369476,40.14153172892107,2.5108694059840343e-05
PPI,200,200,1.0,2,1.0,-0.7772294157975338,1.136650548100503,1.9138799638980368,2.0251331200928346,1.8422653354605802,0.295,-0.0011737940930940881,5.226475126381569,46.01313789436829,0.0002433077326295335
Classical,200,200,1.0,2,1.0,0.17971056615134287,0.1797105661516263,2.834663580253416e-13,8.810729923425242e-13,5.5067062021407764e-14,0.0,,5.226475126381576,46.01313789436834,0.00024330773262956032
PPI,200,200,1.0,3,1.0,-0.5738095279811776,0.7855242412348755,1.3593337692160532,1.416241269537485,1.293236062729021,0.33,-0.0011737940930940881,2.572913767718384,17.491385072346834,0.0006666763440848238
Classical,200,200,1.0,3,1.0,0.10585735662569108,0.1058573566280074,2.316298468134359e-12,7.829292769656604e-12,2.0017321133991572e-13,0.0,,2.572913767718378,17.491385072346812,0.0006666763440847722
PPI,200,200,1.0,4,1.0,-1.5002553544361523,1.4266604971944767,2.926915851630629,3.0628505343307832,2.7941189310234975,0.385,-0.0011737940930940881,12.758533045382245,93.15705510603995,0.00031915043761176245
Classical,200,200,1.0,4,1.0,-0.03679742862111544,-0.03679742862056056,5.548740633631866e-13,1.850963826655061e-12,9.328648964412878e-14,0.0,,12.758533045382277,93.15705510604019,0.0003191504376117743
PPI,200,200,1.0,5,1.0,-1.0227462061461576,0.9724457369308769,1.9951919430770344,2.0928471808698905,1.9035840418985828,0.31,-0.0011737940930940881,5.60030125932187,64.02749836437341,5.036713474265578e-05
Classical,200,200,1.0,5,1.0,-0.025150234607799256,-0.02515023460748159,3.17713754610649e-13,1.0018652574217413e-12,4.96269692007445e-14,0.0,,5.6003012593218555,64.02749836437324,5.0367134742653417e-05
PPI,200,200,1.0,6,1.0,-1.9960720654615676,1.726350181378524,3.722422246840091,3.9413555958493562,3.548608819769739,0.275,-0.0011737940930940881,20.99627404019067,249.43825112700645,1.7277681477991267e-05
Classical,200,200,1.0,6,1.0,-0.1348609420421576,-0.1348609420408853,1.2722423635425085e-12,5.059064278611913e-12,1.4118914370975233e-13,0.0,,20.99627404019069,249.43825112700696,1.7277681477977653e-05
PPI,200,200,1.0,7,1.0,-0.3966102081972745,0.3376493105317232,0.7342595187289976,0.8070011035003035,0.6896397849301841,0.375,-0.0011737940930940881,0.6208332984356917,5.393714461164312,6.045065087550355e-07
Classical,200,200,1.0,7,1.0,-0.029480448832832074,-0.02948044883271954,1.1254464374332862e-13,5.164757510556228e-13,2.1774249070460883e-14,0.0,,0.6208332984356911,5.3937144611643015,6.045065087556398e-07
PPI,200,200,1.0,8,1.0,-0.4480549875644335,0.9007223327956818,1.3487773203601154,1.4181806583928778,1.285666984613302,0.315,-0.0011737940930940881,2.6084536585255607,25.024049363482046,0.0001858269483011258
Classical,200,200,1.0,8,1.0,0.22633367261531132,0.22633367261594078,6.295013121881965e-13,2.7267077484793845e-12,4.707345624410664e-14,0.0,,2.608453658525597,25.02404936348248,0.00018582694830119543
PPI,200,200,1.0,9,1.0,-0.5131656013552586,0.2898011099291916,0.8029667112844501,0.8400682063208884,0.7596081785041604,0.345,-0.0011737940930940881,0.8233972962995207,9.485921274054395,2.023349786906817e-06
Classical,200,200,1.0,9,1.0,-0.11168224571306727,-0.11168224571299913,6.814964825102577e-14,1.851852005074761e-13,1.84297022087776e-14,0.0,,0.8233972962995173,9.485921274054364,2.023349786906817e-06
Imputation,200,200,1.0,0,1.0,-0.0032845350389771955,-0.003284535038977031,1.6450924823774304e-16,,,0.0,,0.0006073365629293815,,
PPI,200,400,2.0,0,1.0,-0.10320743701807417,0.11776653675078455,0.22097397376885872,0.2573446204518349,0.19007354234324292,0.85,-0.0011737940930940881,0.0051623159743989875,0.035324458587664746,6.500629535001641e-07
Classical,200,400,2.0,0,1.0,-0.09694632908780655,0.11150542882051688,0.20845175790832343,0.263048006721327,0.17690077158506742,0.82,,0.0051623159743989875,0.03532445858766497,6.500629534996717e-07
PPI,200,400,2.0,1,1.0,-0.11515683853487149,0.10976630100601895,0.22492313954089047,0.25931953695292254,0.1988226156327745,0.87,-0.0011737940930940881,0.006027027309882315,0.04562448703124839,4.7484313660538644e-07
Classical,200,400,2.0,1,1.0,-0.10033526720414568,0.09494472967529312,0.19527999687943878,0.2477772374167997,0.16294110586691846,0.78,,0.006027027309882316,0.04562448703124844,4.748431366049465e-07
PPI,200,400,2.0,2,1.0,-0.11309820011700414,0.1051091720510388,0.21820737216804298,0.24993463823374046,0.18708548599503438,0.895,-0.0011737940930940881,0.0050636323490191515,0.04584577940744571,2.5202409356190104e-08
Classical,200,400,2.0,2,1.0,-0.10429351204161418,0.09630448397564888,0.20059799601726305,0.23329569282421445,0.16873253277521746,0.855,,0.005063632349019151,0.04584577940744597,2.5202409356205526e-08
PPI,200,400,2.0,3,1.0,-0.10733682921925755,0.1018792407172306,0.20921606993648814,0.24528291542765482,0.172344988839139,0.885,-0.0011737940930940881,0.004275270525346021,0.035671676405846925,3.649741666363178e-08
Classical,200,400,2.0,3,1.0,-0.09238765614012881,0.08693006763810188,0.17931772377823066,0.2128298575153248,0.1502345033348172,0.84,,0.004275270525346023,0.035671676405846904,3.649741666359466e-08
PPI,200,400,2.0,4,1.0,-0.11335161616612709,0.0969004097628974,0.21025202592902448,0.2534468917824438,0.17657632658549968,0.85,-0.0011737940930940881,0.004716060515993341,0.0507183678969977,6.667480352257662e-09
Classical,200,400,2.0,4,1.0,-0.09608495991876126,0.07963375351553158,0.17571871343429282,0.2126728518213178,0.1388906138786825,0.77,,0.004716060515993346,0.050718367896997775,6.667480352253129e-09
PPI,200,400,2.0,5,1.0,-0.10568429683589266,0.11471713012635211,0.2204014269622448,0.259618535183579,0.18933558681183363,0.865,-0.0011737940930940881,0.005451206621967504,0.035098042030202024,4.60894848323427e-07
Classical,200,400,2.0,5,1.0,-0.08927222692291341,0.09830506021337286,0.18757728713628624,0.2350767849856113,0.15756628041705903,0.8,,0.005451206621967504,0.03509804203020192,4.608948483233893e-07
PPI,200,400,2.0,6,1.0,-0.10809531592858856,0.10068732300519707,0.20878263893378562,0.23726683574415064,0.18240182677555133,0.91,-0.0011737940930940881,0.0038646969078627046,0.04152422251458175,4.129181053194332e-09
Classical,200,400,2.0,6,1.0,-0.09608995477643428,0.08868196185304278,0.18477191662947706,0.24516134159273784,0.1550365788092195,0.865,,0.003864696907862706,0.04152422251458182,4.1291810532228685e-09
PPI,200,400,2.0,7,1.0,-0.1137313073412023,0.11670643928255675,0.23043774662375907,0.2733334412025076,0.2017647119192415,0.865,-0.0011737940930940881,0.005811196817326871,0.03703088481096611,1.6227743529845535e-10
Classical,200,400,2.0,7,1.0,-0.09742358750429136,0.10039871944564577,0.19782230694993713,0.24933518560197065,0.16578715869195326,0.775,,0.005811196817326875,0.03703088481096632,1.6227743529827857e-10
PPI,200,400,2.0,8,1.0,-0.10828254035301217,0.10938877885418188,0.21767131920719407,0.24997885150051474,0.18770052851214108,0.875,-0.0011737940930940881,0.004925314641332671,0.0464318200589387,3.2232683963257513e-07
Classical,200,400,2.0,8,1.0,-0.09781602964898563,0.0989222681501553,0.19673829779914093,0.24942127534771272,0.1639818520800838,0.82,,0.004925314641332671,0.04643182005893868,3.223268396325436e-07
PPI,200,400,2.0,9,1.0,-0.11159661376158865,0.10880653949108528,0.22040315325267393,0.2606192151520028,0.18850579545829005,0.865,-0.0011737940930940881,0.005967478617699402,0.09648055594523747,1.8588165333006946e-06
Classical,200,400,2.0,9,1.0,-0.0991010491152931,0.09631097484478969,0.1954120239600828,0.22708155252316256,0.16779640650063227,0.8,,0.005967478617699395,0.09648055594523701,1.8588165333016784e-06
Imputation,200,400,2.0,0,1.0,-0.0032845350389771955,-0.003284535038977031,1.6450924823774304e-16,,,0.0,,0.0006073365629293815,,
PPI,200,1000,5.0,0,1.0,-0.06897855177279916,0.06363951335259185,0.132618065125391,0.14682616532263293,0.12118195107961746,0.955,-0.0011737940930940881,0.0010914332396890385,0.0073549415857819935,6.6634427057983735e-09
Classical,200,1000,5.0,0,1.0,-0.06320612898904356,0.05786709056883626,0.12107321955787981,0.1365769512742444,0.10826581348392011,0.915,,0.0010914332396890385,0.0073549415857819605,6.663442705807436e-09
