method,p,n,N,trial,sigma,beta,theta,error,error_max,error_min
PPI_lambda1,2,100,1500,10,0.01,0,-0.482903564,0.000397202,0.000791215,3.19E-06
PPI_tuned,2,100,1500,10,0.01,0,-0.482903564,0.000664895,0.000995711,0.000334079
Debias_Lasso,2,100,1500,10,0.01,0,-0.482903564,0.000370463,0.000733652,7.28E-06
Debias_ElasticNet,2,100,1500,10,0.01,0,-0.482903564,0.000370463,0.000733652,7.28E-06
Debias_Ridge,2,100,1500,10,0.01,0,-0.482903564,0.000395414,0.00078752,3.31E-06
Imputed,2,100,1500,11,0.01,0,-0.482903564,0.000247233,0.000476581,1.79E-05
Classical,2,100,1500,11,0.01,0,-0.482903564,0.004565402,0.007879022,0.001251782
PPI_lambda1,2,100,1500,11,0.01,0,-0.482903564,0.000226043,0.000439458,1.26E-05
PPI_tuned,2,100,1500,11,0.01,0,-0.482903564,0.000226043,0.000439458,1.26E-05
Debias_Lasso,2,100,1500,11,0.01,0,-0.482903564,0.000247233,0.000476582,1.79E-05
Debias_ElasticNet,2,100,1500,11,0.01,0,-0.482903564,0.000247233,0.000476582,1.79E-05
Debias_Ridge,2,100,1500,11,0.01,0,-0.482903564,0.00022787,0.000443052,1.27E-05
Imputed,2,100,1500,12,0.01,0,-0.482903564,7.37E-05,0.000108847,3.86E-05
Classical,2,100,1500,12,0.01,0,-0.482903564,0.003355566,0.006418174,0.000292957
PPI_lambda1,2,100,1500,12,0.01,0,-0.482903564,6.24E-05,9.16E-05,3.33E-05
PPI_tuned,2,100,1500,12,0.01,0,-0.482903564,0.000454725,0.000830852,7.86E-05
Debias_Lasso,2,100,1500,12,0.01,0,-0.482903564,7.36E-05,0.000108378,3.88E-05
Debias_ElasticNet,2,100,1500,12,0.01,0,-0.482903564,7.36E-05,0.000108378,3.88E-05
Debias_Ridge,2,100,1500,12,0.01,0,-0.482903564,6.42E-05,9.40E-05,3.45E-05
Imputed,2,100,1500,13,0.01,0,-0.482903564,0.000218032,0.000343503,9.26E-05
Classical,2,100,1500,13,0.01,0,-0.482903564,0.022049348,0.037107729,0.006990967
PPI_lambda1,2,100,1500,13,0.01,0,-0.482903564,0.000217592,0.000340866,9.43E-05
PPI_tuned,2,100,1500,13,0.01,0,-0.482903564,0.000117682,0.000193447,4.19E-05
Debias_Lasso,2,100,1500,13,0.01,0,-0.482903564,0.000217998,0.000342882,9.31E-05
Debias_ElasticNet,2,100,1500,13,0.01,0,-0.482903564,0.000217998,0.000342882,9.31E-05
Debias_Ridge,2,100,1500,13,0.01,0,-0.482903564,0.000217065,0.000339233,9.49E-05
Imputed,2,100,1500,14,0.01,0,-0.482903564,0.000117217,0.000232357,2.08E-06
Classical,2,100,1500,14,0.01,0,-0.482903564,0.002616458,0.004955656,0.00027726
PPI_lambda1,2,100,1500,14,0.01,0,-0.482903564,0.000111979,0.000223348,6.09E-07
PPI_tuned,2,100,1500,14,0.01,0,-0.482903564,0.000153671,0.000229288,7.81E-05
Debias_Lasso,2,100,1500,14,0.01,0,-0.482903564,0.000117252,0.000232441,2.06E-06
Debias_ElasticNet,2,100,1500,14,0.01,0,-0.482903564,0.000117252,0.000232441,2.06E-06
Debias_Ridge,2,100,1500,14,0.01,0,-0.482903564,0.000111495,0.000222354,6.37E-07
Imputed,2,100,1500,15,0.01,0,-0.482903564,7.39E-05,0.000128064,1.98E-05
Classical,2,100,1500,15,0.01,0,-0.482903564,0.003082665,0.005020309,0.001145022
PPI_lambda1,2,100,1500,15,0.01,0,-0.482903564,6.79E-05,0.00012562,1.02E-05
PPI_tuned,2,100,1500,15,0.01,0,-0.482903564,6.79E-05,0.00012562,1.02E-05
Debias_Lasso,2,100,1500,15,0.01,0,-0.482903564,7.10E-05,0.000128262,1.38E-05
Debias_ElasticNet,2,100,1500,15,0.01,0,-0.482903564,7.10E-05,0.000128262,1.38E-05
Debias_Ridge,2,100,1500,15,0.01,0,-0.482903564,6.88E-05,0.00012652,1.10E-05
Imputed,2,100,1500,16,0.01,0,-0.482903564,0.000144476,0.000235907,5.30E-05
Classical,2,100,1500,16,0.01,0,-0.482903564,6.60E-05,7.35E-05,5.84E-05
PPI_lambda1,2,100,1500,16,0.01,0,-0.482903564,0.000124484,0.000213384,3.56E-05
PPI_tuned,2,100,1500,16,0.01,0,-0.482903564,0.000102939,0.000189405,1.65E-05
Debias_Lasso,2,100,1500,16,0.01,0,-0.482903564,0.000144428,0.00023579,5.31E-05
Debias_ElasticNet,2,100,1500,16,0.01,0,-0.482903564,0.000144428,0.00023579,5.31E-05
Debias_Ridge,2,100,1500,16,0.01,0,-0.482903564,0.000126695,0.000216289,3.71E-05
Imputed,2,100,1500,17,0.01,0,-0.482903564,0.000482649,0.000888044,7.73E-05
Classical,2,100,1500,17,0.01,0,-0.482903564,0.014023232,0.027734188,0.000312277
PPI_lambda1,2,100,1500,17,0.01,0,-0.482903564,0.000480016,0.000907348,5.27E-05
PPI_tuned,2,100,1500,17,0.01,0,-0.482903564,9.42E-06,1.39E-05,4.98E-06
Debias_Lasso,2,100,1500,17,0.01,0,-0.482903564,0.000474995,0.000886935,6.31E-05
Debias_ElasticNet,2,100,1500,17,0.01,0,-0.482903564,0.000474997,0.000886932,6.31E-05
Debias_Ridge,2,100,1500,17,0.01,0,-0.482903564,0.000484139,0.0009118,5.65E-05
Imputed,2,100,1500,18,0.01,0,-0.482903564,0.000218593,0.000422685,1.45E-05
Classical,2,100,1500,18,0.01,0,-0.482903564,0.003724207,0.004016778,0.003431635
PPI_lambda1,2,100,1500,18,0.01,0,-0.482903564,0.000228215,0.000445091,1.13E-05
PPI_tuned,2,100,1500,18,0.01,0,-0.482903564,0.000175187,0.000345566,4.81E-06
Debias_Lasso,2,100,1500,18,0.01,0,-0.482903564,0.00021845,0.000422293,1.46E-05
Debias_ElasticNet,2,100,1500,18,0.01,0,-0.482903564,0.00021845,0.000422293,1.46E-05
Debias_Ridge,2,100,1500,18,0.01,0,-0.482903564,0.000229718,0.000447207,1.22E-05
Imputed,2,100,1500,19,0.01,0,-0.482903564,0.000469231,0.000846328,9.21E-05
Classical,2,100,1500,19,0.01,0,-0.482903564,0.021777055,0.039628565,0.003925546
PPI_lambda1,2,100,1500,19,0.01,0,-0.482903564,0.000476084,0.000835865,0.000116303
PPI_tuned,2,100,1500,19,0.01,0,-0.482903564,0.000665481,0.001234044,9.69E-05
Debias_Lasso,2,100,1500,19,0.01,0,-0.482903564,0.000469502,0.000847233,9.18E-05
Debias_ElasticNet,2,100,1500,19,0.01,0,-0.482903564,0.000469502,0.000847233,9.18E-05
Debias_Ridge,2,100,1500,19,0.01,0,-0.482903564,0.000472091,0.000833577,0.000110605
Imputed,2,100,1500,20,0.01,0,-0.482903564,0.000243228,0.000350408,0.000136047
Classical,2,100,1500,20,0.01,0,-0.482903564,0.001870082,0.002797981,0.000942184
PPI_lambda1,2,100,1500,20,0.01,0,-0.482903564,0.000251004,0.000388212,0.000113796
PPI_tuned,2,100,1500,20,0.01,0,-0.482903564,0.000227661,0.000360186,9.51E-05
Debias_Lasso,2,100,1500,20,0.01,0,-0.482903564,0.000243392,0.000350885,0.0001359
Debias_ElasticNet,2,100,1500,20,0.01,0,-0.482903564,0.000243392,0.000350885,0.0001359
Debias_Ridge,2,100,1500,20,0.01,0,-0.482903564,0.000250339,0.000385136,0.000115541
Imputed,2,100,1500,21,0.01,0,-0.482903564,5.97E-05,0.000115343,4.00E-06
Classical,2,100,1500,21,0.01,0,-0.482903564,0.01183886,0.019786625,0.003891094
PPI_lambda1,2,100,1500,21,0.01,0,-0.482903564,5.33E-05,9.87E-05,7.94E-06
PPI_tuned,2,100,1500,21,0.01,0,-0.482903564,0.000217722,0.000252892,0.000182552
Debias_Lasso,2,100,1500,21,0.01,0,-0.482903564,5.96E-05,0.000115275,3.99E-06
Debias_ElasticNet,2,100,1500,21,0.01,0,-0.482903564,5.96E-05,0.000115275,3.99E-06
Debias_Ridge,2,100,1500,21,0.01,0,-0.482903564,5.43E-05,0.000100953,7.73E-06
Imputed,2,100,1500,22,0.01,0,-0.482903564,0.00019654,0.000227181,0.000165899
Classical,2,100,1500,22,0.01,0,-0.482903564,0.005647235,0.009547291,0.00174718
PPI_lambda1,2,100,1500,22,0.01,0,-0.482903564,0.000185499,0.00019234,0.000178658
PPI_tuned,2,100,1500,22,0.01,0,-0.482903564,0.000185499,0.00019234,0.000178658
Debias_Lasso,2,100,1500,22,0.01,0,-0.482903564,0.000196393,0.000227615,0.000165171
Debias_ElasticNet,2,100,1500,22,0.01,0,-0.482903564,0.000196393,0.000227615,0.000165171
Debias_Ridge,2,100,1500,22,0.01,0,-0.482903564,0.000185372,0.000195796,0.000174947
Imputed,2,100,1500,23,0.01,0,-0.482903564,0.000236518,0.00031441,0.000158625
Classical,2,100,1500,23,0.01,0,-0.482903564,0.010802748,0.018966736,0.002638759
PPI_lambda1,2,100,1500,23,0.01,0,-0.482903564,0.000274806,0.000349187,0.000200425
PPI_tuned,2,100,1500,23,0.01,0,-0.482903564,0.000163865,0.000306362,2.14E-05
Debias_Lasso,2,100,1500,23,0.01,0,-0.482903564,0.000236171,0.000314686,0.000157655
Debias_ElasticNet,2,100,1500,23,0.01,0,-0.482903564,0.000236171,0.000314686,0.000157655
Debias_Ridge,2,100,1500,23,0.01,0,-0.482903564,0.000267242,0.000342265,0.000192219
Imputed,2,100,1500,24,0.01,0,-0.482903564,0.000100662,0.000174518,2.68E-05
Classical,2,100,1500,24,0.01,0,-0.482903564,0.001319379,0.001999856,0.000638902
PPI_lambda1,2,100,1500,24,0.01,0,-0.482903564,0.000119949,0.000211179,2.87E-05
PPI_tuned,2,100,1500,24,0.01,0,-0.482903564,0.000119949,0.000211179,2.87E-05
Debias_Lasso,2,100,1500,24,0.01,0,-0.482903564,0.000100597,0.000174358,2.68E-05
Debias_ElasticNet,2,100,1500,24,0.01,0,-0.482903564,0.000100597,0.000174358,2.68E-05
Debias_Ridge,2,100,1500,24,0.01,0,-0.482903564,0.000118207,0.000207998,2.84E-05
Imputed,2,100,1500,25,0.01,0,-0.482903564,3.80E-05,3.96E-05,3.63E-05
Classical,2,100,1500,25,0.01,0,-0.482903564,0.012451131,0.024380265,0.000521997
PPI_lambda1,2,100,1500,25,0.01,0,-0.482903564,5.07E-05,5.39E-05,4.75E-05
PPI_tuned,2,100,1500,25,0.01,0,-0.482903564,5.78E-05,6.68E-05,4.87E-05
Debias_Lasso,2,100,1500,25,0.01,0,-0.482903564,3.80E-05,3.96E-05,3.63E-05
Debias_ElasticNet,2,100,1500,25,0.01,0,-0.482903564,3.80E-05,3.96E-05,3.63E-05
Debias_Ridge,2,100,1500,25,0.01,0,-0.482903564,4.93E-05,5.21E-05,4.66E-05
Imputed,2,100,1500,26,0.01,0,-0.482903564,0.000433661,0.000536031,0.000331292
Classical,2,100,1500,26,0.01,0,-0.482903564,0.027582044,0.030451178,0.02471291
PPI_lambda1,2,100,1500,26,0.01,0,-0.482903564,0.000428361,0.000508864,0.000347858
PPI_tuned,2,100,1500,26,0.01,0,-0.482903564,0.000234642,0.000237375,0.000231908
Debias_Lasso,2,100,1500,26,0.01,0,-0.482903564,0.000433879,0.000536967,0.000330791
Debias_ElasticNet,2,100,1500,26,0.01,0,-0.482903564,0.000433879,0.000536967,0.000330791
Debias_Ridge,2,100,1500,26,0.01,0,-0.482903564,0.000428425,0.000511645,0.000345205
Imputed,2,100,1500,27,0.01,0,-0.482903564,5.52E-05,9.10E-05,1.95E-05
Classical,2,100,1500,27,0.01,0,-0.482903564,0.005233132,0.008773099,0.001693165
PPI_lambda1,2,100,1500,27,0.01,0,-0.482903564,4.95E-05,7.90E-05,2.01E-05
PPI_tuned,2,100,1500,27,0.01,0,-0.482903564,0.000347269,0.000573565,0.000120973
Debias_Lasso,2,100,1500,27,0.01,0,-0.482903564,5.53E-05,9.12E-05,1.95E-05
Debias_ElasticNet,2,100,1500,27,0.01,0,-0.482903564,5.53E-05,9.12E-05,1.95E-05
Debias_Ridge,2,100,1500,27,0.01,0,-0.482903564,5.04E-05,8.02E-05,2.06E-05
Imputed,2,100,1500,28,0.01,0,-0.482903564,0.000262979,0.000396285,0.000129673
Classical,2,100,1500,28,0.01,0,-0.482903564,0.0035255,0.003656148,0.003394853
PPI_lambda1,2,100,1500,28,0.01,0,-0.482903564,0.000242769,0.000370885,0.000114653
PPI_tuned,2,100,1500,28,0.01,0,-0.482903564,0.000242769,0.000370885,0.000114653
Debias_Lasso,2,100,1500,28,0.01,0,-0.482903564,0.000262794,0.000395866,0.000129722
Debias_ElasticNet,2,100,1500,28,0.01,0,-0.482903564,0.000262794,0.000395866,0.000129722
Debias_Ridge,2,100,1500,28,0.01,0,-0.482903564,0.000242558,0.000369755,0.00011536
Imputed,2,100,1500,29,0.01,0,-0.482903564,9.06E-06,1.71E-05,1.06E-06
Classical,2,100,1500,29,0.01,0,-0.482903564,0.039020084,0.06524469,0.012795478
PPI_lambda1,2,100,1500,29,0.01,0,-0.482903564,5.28E-06,8.01E-06,2.56E-06
PPI_tuned,2,100,1500,29,0.01,0,-0.482903564,5.80E-06,1.04E-05,1.19E-06
Debias_Lasso,2,100,1500,29,0.01,0,-0.482903564,5.92E-06,1.07E-05,1.11E-06
Debias_ElasticNet,2,100,1500,29,0.01,0,-0.482903564,5.93E-06,1.07E-05,1.11E-06
Debias_Ridge,2,100,1500,29,0.01,0,-0.482903564,5.38E-06,8.48E-06,2.28E-06
Imputed,2,500,1500,0,0.01,0,-0.482903564,7.93E-05,0.000156135,2.51E-06
Classical,2,500,1500,0,0.01,0,-0.482903564,0.002115316,0.004040504,0.000190128
PPI_lambda1,2,500,1500,0,0.01,0,-0.482903564,6.92E-05,0.000136916,1.57E-06
PPI_tuned,2,500,1500,0,0.01,0,-0.482903564,9.63E-05,0.000164215,2.85E-05
Debias_Lasso,2,500,1500,0,0.01,0,-0.482903564,6.92E-05,0.000136908,1.57E-06
Debias_ElasticNet,2,500,1500,0,0.01,0,-0.482903564,6.92E-05,0.000136908,1.57E-06
Debias_Ridge,2,500,1500,0,0.01,0,-0.482903564,6.94E-05,0.000137233,1.59E-06
Imputed,2,500,1500,1,0.01,0,-0.482903564,2.26E-05,4.49E-05,3.13E-07
Classical,2,500,1500,1,0.01,0,-0.482903564,0.000775253,0.001170545,0.000379962
PPI_lambda1,2,500,1500,1,0.01,0,-0.482903564,2.36E-05,4.44E-05,2.91E-06
PPI_tuned,2,500,1500,1,0.01,0,-0.482903564,0.000154606,0.000274276,3.49E-05
Debias_Lasso,2,500,1500,1,0.01,0,-0.482903564,2.35E-05,4.48E-05,2.17E-06
Debias_ElasticNet,2,500,1500,1,0.01,0,-0.482903564,2.35E-05,4.48E-05,2.17E-06
Debias_Ridge,2,500,1500,1,0.01,0,-0.482903564,2.35E-05,4.43E-05,2.83E-06
Imputed,2,500,1500,2,0.01,0,-0.482903564,0.000246095,0.000404232,8.80E-05
Classical,2,500,1500,2,0.01,0,-0.482903564,0.000654203,0.000747738,0.000560667
PPI_lambda1,2,500,1500,2,0.01,0,-0.482903564,0.000243176,0.000396019,9.03E-05
PPI_tuned,2,500,1500,2,0.01,0,-0.482903564,0.000154679,0.000309335,2.39E-08
Debias_Lasso,2,500,1500,2,0.01,0,-0.482903564,0.000246136,0.000404216,8.81E-05
Debias_ElasticNet,2,500,1500,2,0.01,0,-0.482903564,0.000246136,0.000404216,8.81E-05
Debias_Ridge,2,500,1500,2,0.01,0,-0.482903564,0.000243383,0.000396283,9.05E-05
Imputed,2,500,1500,3,0.01,0,-0.482903564,0.000858982,0.001643275,7.47E-05
Classical,2,500,1500,3,0.01,0,-0.482903564,0.001037321,0.001153011,0.000921631
PPI_lambda1,2,500,1500,3,0.01,0,-0.482903564,0.000862587,0.001643073,8.21E-05
PPI_tuned,2,500,1500,3,0.01,0,-0.482903564,9.66E-05,0.000160896,3.22E-05
Debias_Lasso,2,500,1500,3,0.01,0,-0.482903564,0.000858403,0.001642384,7.44E-05
Debias_ElasticNet,2,500,1500,3,0.01,0,-0.482903564,0.000858403,0.001642384,7.44E-05
Debias_Ridge,2,500,1500,3,0.01,0,-0.482903564,0.000861933,0.001642459,8.14E-05
Imputed,2,500,1500,4,0.01,0,-0.482903564,0.000429804,0.000816615,4.30E-05
Classical,2,500,1500,4,0.01,0,-0.482903564,0.005699899,0.01054146,0.000858338
PPI_lambda1,2,500,1500,4,0.01,0,-0.482903564,0.000435679,0.00082382,4.75E-05
PPI_tuned,2,500,1500,4,0.01,0,-0.482903564,0.000162529,0.000292311,3.27E-05
Debias_Lasso,2,500,1500,4,0.01,0,-0.482903564,0.000429788,0.000816569,4.30E-05
Debias_ElasticNet,2,500,1500,4,0.01,0,-0.482903564,0.000429788,0.000816569,4.30E-05
Debias_Ridge,2,500,1500,4,0.01,0,-0.482903564,0.000435642,0.000823821,4.75E-05
Imputed,2,500,1500,5,0.01,0,-0.482903564,0.000427743,0.000850232,5.25E-06
Classical,2,500,1500,5,0.01,0,-0.482903564,0.002394828,0.002772269,0.002017388
PPI_lambda1,2,500,1500,5,0.01,0,-0.482903564,0.000421101,0.000837248,4.96E-06
PPI_tuned,2,500,1500,5,0.01,0,-0.482903564,0.000148495,0.000287159,9.83E-06
Debias_Lasso,2,500,1500,5,0.01,0,-0.482903564,0.000427902,0.00085055,5.25E-06
Debias_ElasticNet,2,500,1500,5,0.01,0,-0.482903564,0.000427902,0.00085055,5.25E-06
Debias_Ridge,2,500,1500,5,0.01,0,-0.482903564,0.000421447,0.000838001,4.89E-06
Imputed,2,500,1500,6,0.01,0,-0.482903564,0.000343271,0.000404655,0.000281887
Classical,2,500,1500,6,0.01,0,-0.482903564,0.001661537,0.003221848,0.000101225
PPI_lambda1,2,500,1500,6,0.01,0,-0.482903564,0.000345491,0.000417781,0.000273201
PPI_tuned,2,500,1500,6,0.01,0,-0.482903564,0.000120406,0.000204901,3.59E-05
Debias_Lasso,2,500,1500,6,0.01,0,-0.482903564,0.000343223,0.000404655,0.000281791
Debias_ElasticNet,2,500,1500,6,0.01,0,-0.482903564,0.000343223,0.000404655,0.000281791
Debias_Ridge,2,500,1500,6,0.01,0,-0.482903564,0.000344824,0.000417159,0.000272489
Imputed,2,500,1500,7,0.01,0,-0.482903564,0.00026347,0.00051727,9.67E-06
Classical,2,500,1500,7,0.01,0,-0.482903564,0.000243574,0.000486974,1.74E-07
PPI_lambda1,2,500,1500,7,0.01,0,-0.482903564,0.000275534,0.000539298,1.18E-05
PPI_tuned,2,500,1500,7,0.01,0,-0.482903564,0.000131028,0.000236891,2.52E-05
Debias_Lasso,2,500,1500,7,0.01,0,-0.482903564,0.000263389,0.00051712,9.66E-06
Debias_ElasticNet,2,500,1500,7,0.01,0,-0.482903564,0.000263389,0.00051712,9.66E-06
Debias_Ridge,2,500,1500,7,0.01,0,-0.482903564,0.000275173,0.000538632,1.17E-05
Imputed,2,500,1500,8,0.01,0,-0.482903564,0.000728032,0.001197663,0.000258401
Classical,2,500,1500,8,0.01,0,-0.482903564,0.001624537,0.003070062,0.000179013
PPI_lambda1,2,500,1500,8,0.01,0,-0.482903564,0.000725134,0.001204368,0.000245901
PPI_tuned,2,500,1500,8,0.01,0,-0.482903564,0.000112158,0.000216822,7.49E-06
Debias_Lasso,2,500,1500,8,0.01,0,-0.482903564,0.000728051,0.001197743,0.00025836
Debias_ElasticNet,2,500,1500,8,0.01,0,-0.482903564,0.000728051,0.001197743,0.00025836
Debias_Ridge,2,500,1500,8,0.01,0,-0.482903564,0.000725216,0.001204288,0.000246145
Imputed,2,500,1500,9,0.01,0,-0.482903564,0.000162677,0.000307757,1.76E-05
Classical,2,500,1500,9,0.01,0,-0.482903564,0.000371302,0.000630209,0.000112395
PPI_lambda1,2,500,1500,9,0.01,0,-0.482903564,0.000161834,0.0003049,1.88E-05
PPI_tuned,2,500,1500,9,0.01,0,-0.482903564,0.000129695,0.000232061,2.73E-05
Debias_Lasso,2,500,1500,9,0.01,0,-0.482903564,0.000162754,0.00030788,1.76E-05
Debias_ElasticNet,2,500,1500,9,0.01,0,-0.482903564,0.000162754,0.00030788,1.76E-05
Debias_Ridge,2,500,1500,9,0.01,0,-0.482903564,0.000162479,0.000306042,1.89E-05
Imputed,2,500,1500,10,0.01,0,-0.482903564,0.001975359,0.003579843,0.000370875
Classical,2,500,1500,10,0.01,0,-0.482903564,0.003775268,0.004856454,0.002694081
PPI_lambda1,2,500,1500,10,0.01,0,-0.482903564,0.002011529,0.003638384,0.000384673
PPI_tuned,2,500,1500,10,0.01,0,-0.482903564,0.000171034,0.000329196,1.29E-05
Debias_Lasso,2,500,1500,10,0.01,0,-0.482903564,0.001975539,0.003580042,0.000371035
Debias_ElasticNet,2,500,1500,10,0.01,0,-0.482903564,0.001975539,0.003580042,0.000371035
Debias_Ridge,2,500,1500,10,0.01,0,-0.482903564,0.002010471,0.003636328,0.000384613
Imputed,2,500,1500,11,0.01,0,-0.482903564,4.43E-05,5.98E-05,2.87E-05
Classical,2,500,1500,11,0.01,0,-0.482903564,0.00200646,0.0031668,0.000846119
PPI_lambda1,2,500,1500,11,0.01,0,-0.482903564,5.41E-05,8.11E-05,2.72E-05
PPI_tuned,2,500,1500,11,0.01,0,-0.482903564,7.36E-05,0.000144436,2.79E-06
Debias_Lasso,2,500,1500,11,0.01,0,-0.482903564,5.19E-05,7.52E-05,2.86E-05
Debias_ElasticNet,2,500,1500,11,0.01,0,-0.482903564,5.19E-05,7.52E-05,2.86E-05
Debias_Ridge,2,500,1500,11,0.01,0,-0.482903564,5.36E-05,8.00E-05,2.71E-05
Imputed,2,500,1500,12,0.01,0,-0.482903564,0.000645187,0.000645239,0.000645135
Classical,2,500,1500,12,0.01,0,-0.482903564,0.006391365,0.011782578,0.001000152
PPI_lambda1,2,500,1500,12,0.01,0,-0.482903564,0.000643103,0.000659849,0.000626358
PPI_tuned,2,500,1500,12,0.01,0,-0.482903564,0.000303677,0.000592008,1.53E-05
Debias_Lasso,2,500,1500,12,0.01,0,-0.482903564,0.000645162,0.000645206,0.000645119
Debias_ElasticNet,2,500,1500,12,0.01,0,-0.482903564,0.000645162,0.000645206,0.000645119
Debias_Ridge,2,500,1500,12,0.01,0,-0.482903564,0.000643245,0.000659506,0.000626984
Imputed,2,500,1500,13,0.01,0,-0.482903564,7.14E-05,0.000108803,3.41E-05
Classical,2,500,1500,13,0.01,0,-0.482903564,0.000320877,0.000599389,4.24E-05
PPI_lambda1,2,500,1500,13,0.01,0,-0.482903564,6.62E-05,0.000106681,2.58E-05
PPI_tuned,2,500,1500,13,0.01,0,-0.482903564,0.000135479,0.000239633,3.13E-05
Debias_Lasso,2,500,1500,13,0.01,0,-0.482903564,6.86E-05,0.000109209,2.81E-05
Debias_ElasticNet,2,500,1500,13,0.01,0,-0.482903564,6.86E-05,0.000109209,2.81E-05
Debias_Ridge,2,500,1500,13,0.01,0,-0.482903564,6.66E-05,0.000107189,2.61E-05
Imputed,2,500,1500,14,0.01,0,-0.482903564,6.48E-05,9.83E-05,3.12E-05
Classical,2,500,1500,14,0.01,0,-0.482903564,0.00235342,0.003762453,0.000944387
PPI_lambda1,2,500,1500,14,0.01,0,-0.482903564,6.75E-05,9.67E-05,3.82E-05
PPI_tuned,2,500,1500,14,0.01,0,-0.482903564,0.000161017,0.000267324,5.47E-05
Debias_Lasso,2,500,1500,14,0.01,0,-0.482903564,6.49E-05,9.84E-05,3.13E-05
Debias_ElasticNet,2,500,1500,14,0.01,0,-0.482903564,6.49E-05,9.84E-05,3.13E-05
Debias_Ridge,2,500,1500,14,0.01,0,-0.482903564,6.76E-05,9.65E-05,3.87E-05
Imputed,2,500,1500,15,0.01,0,-0.482903564,5.82E-05,0.000104355,1.20E-05
Classical,2,500,1500,15,0.01,0,-0.482903564,0.001791216,0.001841637,0.001740794
PPI_lambda1,2,500,1500,15,0.01,0,-0.482903564,6.15E-05,0.000108849,1.41E-05
PPI_tuned,2,500,1500,15,0.01,0,-0.482903564,0.000154653,0.000268455,4.09E-05
Debias_Lasso,2,500,1500,15,0.01,0,-0.482903564,5.82E-05,0.000104285,1.20E-05
Debias_ElasticNet,2,500,1500,15,0.01,0,-0.482903564,5.82E-05,0.000104285,1.20E-05
Debias_Ridge,2,500,1500,15,0.01,0,-0.482903564,6.13E-05,0.000108617,1.40E-05
Imputed,2,500,1500,16,0.01,0,-0.482903564,0.000338807,0.000359243,0.000318372
Classical,2,500,1500,16,0.01,0,-0.482903564,0.001744701,0.003419571,6.98E-05
PPI_lambda1,2,500,1500,16,0.01,0,-0.482903564,0.000356756,0.000384679,0.000328834
PPI_tuned,2,500,1500,16,0.01,0,-0.482903564,0.000190027,0.000195342,0.000184713
Debias_Lasso,2,500,1500,16,0.01,0,-0.482903564,0.000343049,0.000367684,0.000318414
Debias_ElasticNet,2,500,1500,16,0.01,0,-0.482903564,0.000343047,0.00036768,0.000318414
Debias_Ridge,2,500,1500,16,0.01,0,-0.482903564,0.000356832,0.000384368,0.000329297
Imputed,2,500,1500,17,0.01,0,-0.482903564,0.000320479,0.000615727,2.52E-05
Classical,2,500,1500,17,0.01,0,-0.482903564,0.00467082,0.005062738,0.004278902
PPI_lambda1,2,500,1500,17,0.01,0,-0.482903564,0.000334735,0.000645031,2.44E-05
PPI_tuned,2,500,1500,17,0.01,0,-0.482903564,0.000195023,0.000343519,4.65E-05
Debias_Lasso,2,500,1500,17,0.01,0,-0.482903564,0.000323533,0.000621777,2.53E-05
Debias_ElasticNet,2,500,1500,17,0.01,0,-0.482903564,0.000323532,0.000621774,2.53E-05
Debias_Ridge,2,500,1500,17,0.01,0,-0.482903564,0.000335253,0.000646119,2.44E-05
Imputed,2,500,1500,18,0.01,0,-0.482903564,0.001517074,0.003000158,3.40E-05
Classical,2,500,1500,18,0.01,0,-0.482903564,0.005906178,0.008772821,0.003039536
PPI_lambda1,2,500,1500,18,0.01,0,-0.482903564,0.001490592,0.002956171,2.50E-05
PPI_tuned,2,500,1500,18,0.01,0,-0.482903564,0.000190181,0.00027268,0.000107683
Debias_Lasso,2,500,1500,18,0.01,0,-0.482903564,0.001517427,0.003000798,3.41E-05
Debias_ElasticNet,2,500,1500,18,0.01,0,-0.482903564,0.001517427,0.003000798,3.41E-05
Debias_Ridge,2,500,1500,18,0.01,0,-0.482903564,0.001491713,0.002958216,2.52E-05
Imputed,2,500,1500,19,0.01,0,-0.482903564,0.000114342,0.000155042,7.36E-05
Classical,2,500,1500,19,0.01,0,-0.482903564,0.002077535,0.004151542,3.53E-06
PPI_lambda1,2,500,1500,19,0.01,0,-0.482903564,0.000109609,0.000148073,7.11E-05
PPI_tuned,2,500,1500,19,0.01,0,-0.482903564,0.000104567,0.000184452,2.47E-05
Debias_Lasso,2,500,1500,19,0.01,0,-0.482903564,0.000114593,0.000155486,7.37E-05
Debias_ElasticNet,2,500,1500,19,0.01,0,-0.482903564,0.000114593,0.000155486,7.37E-05
Debias_Ridge,2,500,1500,19,0.01,0,-0.482903564,0.000109953,0.000148761,7.11E-05
Imputed,2,500,1500,20,0.01,0,-0.482903564,8.31E-05,0.000134585,3.16E-05
Classical,2,500,1500,20,0.01,0,-0.482903564,0.000297781,0.000528138,6.74E-05
PPI_lambda1,2,500,1500,20,0.01,0,-0.482903564,8.02E-05,0.00013424,2.62E-05
PPI_tuned,2,500,1500,20,0.01,0,-0.482903564,0.00014965,0.000259053,4.02E-05
Debias_Lasso,2,500,1500,20,0.01,0,-0.482903564,8.17E-05,0.000134617,2.87E-05
Debias_ElasticNet,2,500,1500,20,0.01,0,-0.482903564,8.17E-05,0.000134617,2.87E-05
Debias_Ridge,2,500,1500,20,0.01,0,-0.482903564,8.02E-05,0.000133915,2.64E-05
